code,prov,area_ha,sp,elev_mean,elev_min,elev_max,elevF,perim,lat,long,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
HU005070,H,377.4010585,PINUS PINEA,58.3,37,87,verlow,9189.63,37.19841,-6.64247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,1,1,1,1,1,2,2,2,1
HU005071,H,255.9907835,PINUS PINEA,27.58,20,38,verlow,9981.56,37.17499,-6.60779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,2,NA,1,1,3,1,1,3,2,1,1
HU005072,H,317.0220908,PINUS PINEA,42.38,26,57,verlow,7564.06,37.18559,-6.59915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,NA,1,1,3,1,1,3,2,2,1
HU005073,H,104.3952767,PINUS PINEA,27.35,21,33,verlow,7443.74,37.15488,-6.61381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,NA,1,3,3,1,2,2,1,2,1
HU005074,H,254.0390301,PINUS PINEA,35.11,29,39,verlow,6984.67,37.13985,-6.61091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,1,3,1,1,1,3,1,1,3
HU005075,H,239.7654444,PINUS PINEA,33.02,22,41,verlow,14028.54,37.15172,-6.62747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,NA,1,1,1,2,2,3,1,1,1
HU005076,H,212.72226239999998,PINUS PINEA,40.3,34,47,verlow,6530.27,37.14483,-6.63818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,1,1,1,2,2,3,1,1,3
HU005077,H,277.1184206,PINUS PINEA,43.89,38,52,verlow,7165.96,37.14939,-6.65896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,1,1,1,3,3,3,1,1,2
HU005078,H,277.44451430000004,PINUS PINEA,40.52,27,55,verlow,7283.07,37.18053,-6.64895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,2,1,1,1,2,3,1,1,3
HU005080,H,95.69937970000001,PINUS PINEA,74.31,60,87,verlow,8966.5,37.27079,-6.46238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,1,2,3,2,3,2,2,1,1
HU005081,H,103.7429498,PINUS PINEA,47.91,41,55,verlow,5354.56,37.08925,-6.69199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,0,0,0,1,2,1,0,2
HU005082,H,126.65036980000001,PINUS PINEA,13.36,9,17,verlow,8271.18,37.12395,-6.51871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,1,3,2,2,3,2,2,1,4
HU005083,H,343.17543820000003,PINUS PINEA,19.1,15,24,verlow,12627.51,37.13906,-6.5573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,1,3,1,1,3,3,3,2,4
HU005086,H,248.9807145,PINUS PINEA,32.22,24,37,verlow,8743.07,37.11828,-6.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,1,2,1,1,1,2,1,1,3
HU005087,H,79.100576,PINUS PINEA,44.79,41,51,verlow,7618.41,37.18468,-6.72432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,1,1,1,3,4,3,3,4
HU005088,H,171.15360090000001,PINUS PINEA,48.39,42,54,verlow,5930.48,37.17867,-6.73059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,1,1,1,3,3,3,4,4
HU005089,H,263.103384,PINUS PINEA,27.93,21,40,verlow,10877.91,37.17553,-6.51662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,2,2,3,2,2,3
HU005090,H,201.5378195,PINUS PINEA,37.14,34,44,verlow,5805.63,37.05172,-6.60212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,0,0,0,0,0,1,1,1,1
HU005091,H,169.4765822,NA,39.08,36,43,verlow,6194.13,37.06036,-6.58408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,1,1,1
HU005092,H,389.78111060000003,NA,36.21,34,41,verlow,12852.15,37.04885,-6.56625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,1,1,1,1,1,1
HU005093,H,180.06382209999998,NA,36.03,31,43,verlow,6420.96,37.04208,-6.58974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,1,1,1,1,1,1
HU005094,H,358.8785999,NA,34.35,25,42,verlow,8510.6,37.03456,-6.57318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,1,1,1
HU005095,H,412.5655115,NA,35.49,24,46,verlow,9360.79,37.03301,-6.5578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,0,1,1,2,1,1,1
HU005096,H,270.9829671,NA,35.59,32,43,verlow,7491.59,37.03965,-6.53451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,1,1,1,1,1,2
HU005097,H,340.5830099,NA,31.15,28,35,verlow,8016.78,37.05354,-6.5169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,1,1,1,1,1,1,3
HU005098,H,460.58026629999995,NA,31.15,26,40,verlow,9013.59,37.04084,-6.50828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,3,1,2,1,1,1,3
HU005099,H,412.0505721,NA,24.44,17,29,verlow,8667.91,37.04517,-6.48279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,3,1,1,1,1,1,2
HU005100,H,219.07838950000001,NA,9.81,2,14,verlow,6292.08,37.1151,-6.49376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,2,1,1,1,1,1,1,4
HU005101,H,3.8768557,NA,19.1,18,20,verlow,991.23,37.08441,-6.50053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,1,1,3
HU005102,H,171.39047639999998,NA,28.76,26,31,verlow,6337.68,37.06144,-6.50692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,1,2,1,1,1,1,3
HU005103,H,301.2219469,NA,24.75,20,29,verlow,7195.04,37.06175,-6.4917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,1,2,1,1,1,1,4
HU005104,H,170.49619380000001,NA,19.13,14,23,verlow,5766.2,37.06444,-6.47902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,1,1,1,1,1,1,1
HU005105,H,82.7704864,NA,15.52,9,26,verlow,5622.01,36.98843,-6.52513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1,1,1,1,2,1,0
HU005106,H,283.7228418,NA,31.23,22,43,verlow,9091.31,37.01845,-6.51335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,1,1,1,1,1,1,1
HU005107,H,315.3873314,NA,27.8,21,35,verlow,8465.25,37.01973,-6.5035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,3,1,1,1,1,1,1
HU005108,H,276.62597039999997,NA,26.3,22,31,verlow,7551.85,37.02406,-6.49241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,2,1,1,1,1,1,1
HU005109,H,90.1419646,NA,20.76,18,23,verlow,3906.9,37.02946,-6.47099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,1,1,1,1,1,1,1
HU005110,H,508.1132126,NA,33.38,26,42,verlow,10516.51,37.02386,-6.53347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,0,1,1,1,1,1,1
HU005111,H,55.671043700000006,NA,22.66,19,25,verlow,4541.14,37.16294,-6.61425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,1,1,NA,3,2,1,3
HU005112,H,134.63446480000002,NA,19.56,11,22,verlow,6615.72,37.15796,-6.58721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,1,1,1,3,2,1,4
HU005113,H,123.8927173,NA,21.01,14,26,verlow,10244.1,37.16584,-6.59935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,1,1,1,3,2,1,3
HU005114,H,134.1017044,NA,16.9,11,25,verlow,6571.11,37.15791,-6.56536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,1,1,1,2,1,1,3
HU005115,H,136.50367690000002,NA,16.89,6,20,verlow,6751.27,37.14836,-6.56018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,1,1,1,1,3,1,1,3
HU005116,H,111.82793430000001,NA,13.57,4,18,verlow,5264.16,37.13704,-6.53403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,1,2,1,1,3,1,1,2
HU005117,H,111.9046609,NA,8.99,0,12,verlow,8381.9,37.1385,-6.51515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,0,3,2,1,2,1,1,3
HU005118,H,87.768793,NA,11.03,4,16,verlow,7440.17,37.14298,-6.53255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,1,1,1,1,3,1,1,3
HU005119,H,39.145953600000006,NA,10.25,5,14,verlow,4100.37,37.13129,-6.5184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,1,1,1,1,3,1,1,3
HU005120,H,56.5224548,NA,7.66,2,11,verlow,4589.82,37.12399,-6.50124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,2,2,2,1,4,1,1,3
HU005121,H,290.932563,NA,23.22,15,34,verlow,8863.02,36.99966,-6.52165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,1,1,2,2,1,1,1
HU005122,H,270.7874061,NA,13.03,6,33,verlow,11817.99,36.98658,-6.50486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,2,1,1,1,1
HU005123,H,1158.519491,NA,8.9,3,25,verlow,21271.68,36.95618,-6.48179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0,0,1,0,NA,1,3,0
HU005124,H,1043.9859814,NA,5.67,1,19,verlow,12906.11,36.96757,-6.4573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,2,1,0,NA,1,3,0
HU005125,H,722.0370673,NA,6.51,1,22,verlow,13766.78,36.94219,-6.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0,2,1,0,NA,0,3,0
HU005126,H,627.2821496,NA,8.25,2,23,verlow,12190.84,36.91388,-6.43405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,1,1,1,2,1,2,3
HU005127,H,419.4570493,NA,5.29,0,19,verlow,10266.86,36.91443,-6.39933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,0,1,2,1,2,3
HU005128,H,171.9687432,NA,6.88,3,23,verlow,5827.05,36.90533,-6.41421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,2,1,1,3,1,2,3
HU005129,H,434.79880410000004,NA,5.06,0,19,verlow,9700.61,36.89168,-6.39567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,0,1,3,2,4,4
HU005130,H,772.6157857,NA,7.29,2,24,verlow,15682.93,36.86528,-6.41211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,0,0,3,0,2,3
HU005131,H,405.5717762,NA,5.66,0,19,verlow,9693.31,36.87214,-6.39893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,0,1,3,1,3,4
HU005132,H,231.5096737,NA,3.18,0,19,verlow,6739,36.85897,-6.38828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,2,1,1,3,2,4,5
HU005133,H,407.68024360000004,NA,3.21,1,13,verlow,8846.07,36.84826,-6.37957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,3,2,3,4
HU005134,H,232.79569730000003,NA,6.31,2,21,verlow,6230.18,36.83437,-6.39602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,2,2,3,4
HU005135,H,333.0685681,NA,2.38,0,11,verlow,7484.88,36.8365,-6.37343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,3,2,3,4
HU005136,H,170.0596941,NA,6.15,2,18,verlow,5586.2,36.82195,-6.39028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,3,2,3,4
HU005137,H,384.4766142,NA,2.51,0,23,verlow,8088.6,36.82387,-6.36875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,3,1,3,4
HU005138,H,268.4157356,NA,4.72,1,18,verlow,8466.16,36.81341,-6.37048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,1,1,3,1,2,3
HU005139,H,190.0688868,NA,3.95,1,17,verlow,7513.25,36.80683,-6.36535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,3,1,3,4
HU005140,H,128.8726858,NA,4.11,1,15,verlow,5348.6,36.80065,-6.36068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,1,1,3,2,3,4
HU005141,H,121.18855149999999,NA,6.14,1,18,verlow,5643.97,36.80698,-6.38541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,0,1,3,2,3,4
HU005142,H,173.5796311,NA,58.22,47,66,verlow,5957.11,37.19708,-6.67314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,1,3,1,3,3,2,2,3
HU005143,H,316.4837382,NA,40.04,28,51,verlow,7175.19,37.18122,-6.58026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,3,1,1,3
HU005144,H,124.5183566,NA,24.04,18,33,verlow,4603.4,37.16983,-6.58375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,3,1,1,3
HU007001,H,54.265657499999996,PINUS PINASTER,687.43,620,734,low,3542.95,37.91659,-6.56638,3,2,1,1,1,1,NA,NA,1,1,1,2,2,1,1,1,1,NA,1,1,0,0,1,3,2,3,2
HU008001,H,1448.9677182,PINUS PINEA,508.66,345,661,verlow,19719.06,38.03957,-6.97388,2,2,0,0,1,1,NA,1,1,1,1,NA,1,1,1,0,1,NA,1,1,2,1,2,3,3,2,1
HU008002,H,263.9017747,PINUS PINASTER,577.42,520,665,verlow,8727.72,38.00541,-6.84636,3,2,0,0,1,1,NA,1,0,0,0,NA,0,1,1,1,2,NA,1,1,2,0,1,1,2,2,1
HU008003,H,122.2694727,PINUS PINASTER,536.1,414,629,verlow,5874.01,38.02043,-6.98477,2,2,0,0,2,3,NA,0,0,1,1,NA,3,1,1,1,1,NA,1,1,1,1,2,3,2,2,1
HU008004,H,82.2628075,PINUS PINASTER,450.22,333,571,verlow,4740.23,38.01395,-6.97173,2,2,0,0,2,3,NA,0,0,1,1,NA,3,1,1,1,1,NA,1,1,1,1,2,2,3,2,1
HU008009,H,25.2541205,PINUS PINASTER,379.3,313,442,verlow,5044.26,37.87429,-7.01408,3,3,1,2,1,1,0,1,0,0,0,0,3,0,0,0,0,NA,0,0,0,0,0,0,0,1,1
HU014004,H,223.1535952,PINUS PINEA,59.24,49,70,verlow,6609.79,37.20994,-6.71648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,NA,1,1,1,1,3,3,3,3,4
HU015002,H,311.18341150000003,PINUS PINEA,402.8,287,640,verlow,10227.17,37.81672,-7.0932,NA,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,NA,0,0,0,0,0,1,0,0,0
HU015004,H,254.97216039999998,PINUS PINEA,449.21,323,591,verlow,9298.49,37.82276,-7.11413,NA,4,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,NA,0,0,0,0,0,2,0,0,0
HU017002,H,511.4966679,PINUS PINEA,133.8,51,203,verlow,14015.93,37.57933,-6.88387,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
HU017003,H,236.2046046,PINUS PINEA,171.09,129,207,verlow,6422.92,37.56955,-6.89764,NA,0,0,0,0,0,0,0,NA,1,3,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
HU017004,H,621.6686123,PINUS PINEA,101.78,29,184,verlow,14299.82,37.55546,-6.88016,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
HU017005,H,192.173429,PINUS PINEA,130.14,79,171,verlow,5962.11,37.55565,-6.89633,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
HU017006,H,536.2892438,PINUS PINEA,151.24,92,188,verlow,11627.04,37.54616,-6.93697,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
HU017007,H,256.5220173,PINUS PINEA,151.84,79,185,verlow,8527.36,37.548,-6.91556,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
HU017008,H,342.4948537,PINUS PINEA,96.97,25,173,verlow,10137.02,37.5384,-6.90372,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
HU017009,H,123.6106419,PINUS PINEA,100.16,43,144,verlow,5762.73,37.51445,-6.96177,NA,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0
HU017010,H,236.74173309999998,PINUS PINEA,64.56,8,121,verlow,7568.09,37.484610000000004,-6.97151,NA,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0
HU018001,H,25.9408447,PINUS PINASTER,324.3,190,432,verlow,3989.39,37.74986,-6.66141,NA,3,1,1,1,1,1,2,1,2,2,2,2,0,2,1,1,NA,1,0,0,0,0,2,1,1,0
HU018002,H,135.8411385,PINUS PINEA,350.51,283,461,verlow,5813.6,37.74751,-6.64607,NA,1,1,0,0,1,1,1,0,0,1,2,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
HU018004,H,49.9462881,PINUS PINEA,272.8,189,324,verlow,4658.83,37.746339999999996,-6.66426,NA,0,0,NA,0,0,1,2,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
HU018005,H,639.7313518,PINUS PINEA,253.46,185,338,verlow,18746.89,37.73486,-6.66247,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
HU021001,H,1086.5708562,PINUS PINEA,137.67,108,167,verlow,13690.73,37.38014,-7.20938,NA,2,0,0,1,1,3,1,0,2,NA,3,3,0,2,4,3,NA,0,0,0,0,0,0,0,0,0
HU021002,H,557.0159039,PINUS PINEA,91.77,37,132,verlow,16368.06,37.3715,-7.16779,NA,4,2,1,1,0,3,1,0,2,NA,1,2,1,1,4,3,NA,0,0,0,0,0,0,0,0,0
HU021003,H,481.57008210000004,PINUS PINEA,96.28,68,117,verlow,9591.02,37.35975,-7.18735,NA,3,0,1,1,0,2,1,0,1,NA,3,3,0,1,4,3,NA,0,0,0,0,0,0,0,0,0
HU021004,H,755.670452,PINUS PINEA,103,70,129,verlow,13552.85,37.35913,-7.21653,NA,3,0,0,1,0,2,1,0,1,NA,3,3,0,2,4,3,NA,0,0,0,0,0,0,0,0,0
HU021005,H,514.8644492999999,PINUS PINEA,110.05,76,143,verlow,13357.49,37.35645,-7.12039,NA,3,0,0,1,0,1,4,0,1,NA,1,3,0,1,3,3,NA,0,0,0,0,0,0,0,0,0
HU021006,H,674.3357761,PINUS PINEA,67.45,33,99,verlow,16216.95,37.34251,-7.21925,NA,3,0,0,1,0,2,1,0,1,NA,3,3,0,1,4,3,NA,0,0,0,0,0,0,0,0,0
HU021007,H,519.3905137,PINUS PINEA,40.69,2,66,verlow,21494.4,37.32897,-7.21504,NA,3,0,1,1,0,2,1,0,1,NA,2,2,0,1,4,2,NA,0,0,0,0,0,0,0,0,0
HU021012,H,338.29652319999997,PINUS PINEA,49.14,32,70,verlow,9904.43,37.29351,-7.08316,NA,4,0,2,2,1,2,0,0,2,NA,3,3,0,1,2,3,NA,0,0,0,1,3,4,2,3,3
HU021014,H,365.9621689,PINUS PINEA,44.52,23,60,verlow,8613.37,37.25257,-7.10091,NA,3,0,2,1,1,1,1,0,2,NA,3,3,0,1,1,1,NA,0,0,0,2,1,4,1,3,4
HU035010,H,23.0849203,PINUS PINEA,8.42,2,13,verlow,3128.63,37.2512,-7.01198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,1,0,0,0,2,3,3,2,2
HU035011,H,279.0021322,PINUS PINEA,52.23,29,69,verlow,12419.83,37.27296,-7.0658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,0,0,0,0,3,1,2,2
HU035012,H,94.1184736,PINUS PINEA,37.25,28,49,verlow,3889.38,37.30456,-7.06359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,0,0,0,0,0,3,2,2,2
HU036001,H,71.3027852,PINUS PINEA,520.81,414,653,verlow,4034.51,37.75243,-6.52349,NA,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,1,1,0,0
HU036002,H,45.6035675,PINUS PINEA,405.68,363,454,verlow,3402.99,37.74684,-6.51881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,2,1,1,0
HU036003,H,96.04496019999999,PINUS PINASTER,365.94,311,419,verlow,5392.25,37.74111,-6.5107,NA,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,1,NA,0,0,0,0,0,2,1,0,0
HU036004,H,69.7535611,PINUS PINEA,404.6,346,467,verlow,4056.96,37.74388,-6.52462,NA,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,1,1,0,0
HU037001,H,98.9044267,PINUS PINEA,236.64,184,278,verlow,12246.65,37.547,-7.42821,NA,4,3,1,1,1,1,1,1,0,1,1,1,1,0,1,1,NA,1,0,1,0,0,1,1,1,1
HU038001,H,23.2535503,PINUS PINEA,570.98,532,605,verlow,2058.3,37.82945,-6.44703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,2,2,1,NA,1,1,0,0,1,1,1,1,0
HU038002,H,7.5639928,PINUS PINEA,547.5,524,563,verlow,1047.66,37.8295,-6.44096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,1,1,1,NA,1,1,0,0,2,1,2,1,0
HU040017,H,113.31053359999999,PINUS PINEA,46.03,36,57,verlow,5607.37,37.24408,-6.37872,4,3,1,3,3,1,2,0,0,2,0,0,1,1,0,1,2,NA,0,0,0,2,3,3,3,3,3
HU040018,H,73.2432362,PINUS PINEA,46.14,35,58,verlow,5185.88,37.24169,-6.3849,4,4,1,4,2,2,2,0,0,2,0,0,1,1,0,1,2,NA,0,0,1,2,3,3,3,3,3
HU040019,H,88.1048785,PINUS PINEA,33.89,30,37,verlow,4115.12,37.23138,-6.37434,NA,1,0,2,3,1,1,0,0,2,0,0,1,1,1,1,0,NA,0,0,0,2,4,3,2,3,3
HU040020,H,141.64192590000002,PINUS PINEA,40.18,30,50,verlow,7408.01,37.22751,-6.42076,4,0,3,1,1,1,3,0,0,3,0,1,1,3,1,1,2,NA,0,0,0,3,4,3,3,3,2
HU040021,H,66.7756729,PINUS PINEA,42.7,34,48,verlow,4753.02,37.22935,-6.42551,4,0,2,1,1,1,3,0,0,3,0,1,1,3,1,1,1,NA,0,0,0,3,4,4,4,3,2
HU040022,H,81.8640872,PINUS PINEA,37.91,29,46,verlow,3655.35,37.228,-6.35968,4,2,3,1,1,0,2,0,1,2,0,1,0,0,2,0,1,NA,0,0,0,2,4,4,1,1,2
HU040023,H,138.57849869999998,PINUS PINEA,38.9,28,50,verlow,7677.89,37.22553,-6.37455,4,3,4,1,1,2,3,0,0,2,0,1,1,1,1,1,0,NA,0,0,0,3,3,3,2,3,3
HU040024,H,76.9682191,PINUS PINEA,32.87,26,39,verlow,3822.3,37.22694,-6.38648,4,3,3,1,1,1,3,0,0,2,0,0,1,1,1,1,2,NA,0,0,1,3,4,4,3,3,2
HU040025,H,122.0856084,PINUS PINEA,30.18,24,41,verlow,5830.41,37.22416,-6.40064,4,1,2,1,1,2,4,0,0,3,0,3,1,1,1,1,2,NA,0,0,0,3,4,4,3,3,3
